household_id,lat,lon,district,sector,children_under5,avg_meal_count,water_source,sanitation_tier,income_band
GAS-00596,-1.892029,30.102611,Gasabo,Remera,3,2.2,public_tap,2,middle
GAS-00597,-1.901338,30.192816,Gasabo,Bumbogo,3,2.2,public_tap,2,middle
GAS-00598,-1.908018,30.136315,Gasabo,Bumbogo,1,2.2,piped,2,low
GAS-00599,-1.939493,30.105018,Gasabo,Bumbogo,1,2.3,protected_well,3,middle
GAS-00600,-1.912101,30.13468,Gasabo,Kacyiru,2,2.8,piped,3,low
GAS-00601,-1.889707,30.112463,Gasabo,Kacyiru,1,2.9,public_tap,1,lower_middle
GAS-00602,-1.86614,30.066022,Gasabo,Kimironko,2,2.6,protected_well,2,middle
GAS-00603,-1.913739,30.147853,Gasabo,Remera,4,3.5,piped,3,lower_middle
GAS-00604,-1.88471,30.100391,Gasabo,Bumbogo,0,1.9,protected_well,2,upper
GAS-00605,-1.804635,30.048195,Gasabo,Remera,4,2.0,public_tap,1,low
GAS-00606,-1.949223,30.097436,Gasabo,Kimironko,1,2.2,surface_water,1,lower_middle
GAS-00607,-1.93219,30.106054,Gasabo,Kimironko,0,3.2,piped,1,middle
GAS-00608,-1.950276,30.071188,Gasabo,Bumbogo,3,2.3,public_tap,1,low
GAS-00609,-1.893269,30.138299,Gasabo,Kimironko,2,2.7,piped,2,low
GAS-00610,-1.887597,30.048359,Gasabo,Bumbogo,4,2.8,public_tap,3,lower_middle
GAS-00611,-1.941455,30.039762,Gasabo,Kimironko,4,1.8,protected_well,1,low
GAS-00612,-1.904722,30.113446,Gasabo,Kimironko,2,1.8,piped,3,lower_middle
GAS-00613,-1.905575,30.19209,Gasabo,Bumbogo,3,2.0,public_tap,3,low
GAS-00614,-1.926218,30.146941,Gasabo,Kimironko,4,2.1,protected_well,2,low
GAS-00615,-1.919999,30.068493,Gasabo,Kimironko,3,1.9,public_tap,3,lower_middle
GAS-00616,-1.878158,30.090471,Gasabo,Kimironko,0,2.6,protected_well,3,lower_middle
GAS-00617,-1.893889,30.094924,Gasabo,Remera,2,3.0,public_tap,1,upper
GAS-00618,-1.888264,30.106512,Gasabo,Kacyiru,1,2.9,public_tap,2,lower_middle
GAS-00619,-1.919595,30.112076,Gasabo,Remera,4,2.5,piped,3,lower_middle
GAS-00620,-1.972834,30.09892,Gasabo,Kimironko,1,2.3,piped,2,low
GAS-00621,-1.913952,30.100919,Gasabo,Kacyiru,2,2.9,piped,3,low
GAS-00622,-1.860015,30.1428,Gasabo,Remera,2,2.0,piped,3,low
GAS-00623,-1.939584,30.114622,Gasabo,Remera,3,2.8,public_tap,2,middle
GAS-00624,-1.910643,30.127709,Gasabo,Remera,3,1.4,protected_well,1,lower_middle
GAS-00625,-1.869016,30.013458,Gasabo,Bumbogo,2,2.3,surface_water,3,lower_middle
GAS-00626,-1.871855,30.095828,Gasabo,Kimironko,0,3.1,piped,3,lower_middle
GAS-00627,-1.874411,30.150936,Gasabo,Kimironko,4,2.2,public_tap,2,low
GAS-00628,-1.924384,30.117915,Gasabo,Kacyiru,1,3.4,protected_well,2,low
GAS-00629,-1.908405,30.122214,Gasabo,Remera,1,2.9,protected_well,3,lower_middle
GAS-00630,-1.913363,30.104375,Gasabo,Kimironko,2,2.4,piped,2,middle
GAS-00631,-1.893376,30.152364,Gasabo,Remera,2,2.3,surface_water,3,middle
GAS-00632,-1.89119,30.101621,Gasabo,Kimironko,1,2.4,public_tap,3,lower_middle
GAS-00633,-1.877475,30.132979,Gasabo,Remera,4,3.3,public_tap,2,lower_middle
GAS-00634,-1.878904,30.11928,Gasabo,Kimironko,2,2.7,protected_well,2,middle
GAS-00635,-1.799096,30.131527,Gasabo,Kacyiru,0,1.6,piped,2,middle
GAS-00636,-1.860485,30.098325,Gasabo,Remera,2,3.0,public_tap,2,low
GAS-00637,-1.907638,30.150116,Gasabo,Kimironko,2,1.9,public_tap,1,lower_middle
GAS-00638,-1.895512,30.130036,Gasabo,Kacyiru,3,2.0,piped,3,low
GAS-00639,-1.890277,30.113494,Gasabo,Kacyiru,1,2.6,public_tap,3,lower_middle
GAS-00640,-1.89081,30.099281,Gasabo,Kimironko,2,2.0,surface_water,1,lower_middle
GAS-00641,-1.918729,30.096323,Gasabo,Remera,2,2.6,piped,2,upper
GAS-00642,-1.82558,30.175581,Gasabo,Bumbogo,3,2.2,surface_water,1,low
GAS-00643,-1.914821,30.0469,Gasabo,Kacyiru,4,2.0,surface_water,1,lower_middle
GAS-00644,-1.938596,30.112056,Gasabo,Kacyiru,2,3.1,public_tap,2,middle
GAS-00645,-1.984086,30.105225,Gasabo,Kimironko,1,1.9,protected_well,3,low
GAS-00646,-1.935259,30.152941,Gasabo,Bumbogo,3,1.8,public_tap,2,lower_middle
GAS-00647,-1.89923,30.072234,Gasabo,Bumbogo,2,2.8,public_tap,2,middle
GAS-00648,-1.902979,30.130173,Gasabo,Bumbogo,4,2.3,public_tap,2,low
GAS-00649,-1.904221,30.148475,Gasabo,Kimironko,0,3.1,piped,3,low
GAS-00650,-1.927174,30.101172,Gasabo,Remera,3,2.0,surface_water,3,low
GAS-00651,-1.940388,30.130977,Gasabo,Kacyiru,2,3.2,public_tap,3,lower_middle
GAS-00652,-1.936066,30.125345,Gasabo,Kimironko,1,2.8,public_tap,3,low
GAS-00653,-1.905701,30.132841,Gasabo,Bumbogo,2,1.9,piped,1,middle
GAS-00654,-1.906402,30.071899,Gasabo,Kacyiru,2,2.6,piped,3,lower_middle
GAS-00655,-1.895744,30.113321,Gasabo,Kacyiru,0,2.0,public_tap,1,middle
GAS-00656,-1.897691,30.118885,Gasabo,Bumbogo,0,2.0,public_tap,1,upper
GAS-00657,-1.94539,30.115814,Gasabo,Bumbogo,1,3.0,piped,2,middle
GAS-00658,-1.995247,30.132877,Gasabo,Kacyiru,0,1.8,piped,3,low
GAS-00659,-1.931161,30.17667,Gasabo,Kacyiru,1,2.2,piped,2,middle
GAS-00660,-1.94369,30.125471,Gasabo,Remera,2,2.9,piped,2,lower_middle
GAS-00661,-1.84368,30.072184,Gasabo,Remera,2,2.5,piped,2,lower_middle
GAS-00662,-1.925133,30.12337,Gasabo,Kimironko,1,2.8,surface_water,3,middle
GAS-00663,-1.901354,30.143835,Gasabo,Kacyiru,1,2.7,public_tap,3,lower_middle
GAS-00664,-1.918917,30.125199,Gasabo,Remera,2,2.5,public_tap,2,low
GAS-00665,-1.80829,30.14992,Gasabo,Kacyiru,1,2.9,piped,3,low
GAS-00666,-1.988222,30.13455,Gasabo,Bumbogo,2,2.4,public_tap,3,low
GAS-00667,-1.886756,30.097887,Gasabo,Remera,1,1.9,piped,3,upper
GAS-00668,-1.937376,30.12831,Gasabo,Bumbogo,1,2.2,piped,3,lower_middle
GAS-00669,-1.915777,30.114774,Gasabo,Bumbogo,1,2.0,public_tap,3,lower_middle
GAS-00670,-1.903173,30.124352,Gasabo,Bumbogo,2,2.0,piped,2,lower_middle
GAS-00671,-1.884321,30.094637,Gasabo,Kimironko,1,3.0,public_tap,2,low
GAS-00672,-1.927818,30.110353,Gasabo,Bumbogo,3,2.0,piped,2,lower_middle
GAS-00673,-1.840482,30.198608,Gasabo,Kimironko,3,1.0,surface_water,1,low
GAS-00674,-1.939796,30.106502,Gasabo,Kacyiru,1,2.2,piped,2,low
GAS-00675,-1.902382,30.121875,Gasabo,Kacyiru,3,2.4,piped,3,lower_middle
GAS-00676,-1.896739,30.09875,Gasabo,Remera,2,2.7,piped,2,upper
GAS-00677,-1.885075,30.106437,Gasabo,Remera,2,2.2,piped,3,low
GAS-00678,-1.85824,30.134154,Gasabo,Kimironko,1,3.2,piped,2,lower_middle
GAS-00679,-1.954933,30.034141,Gasabo,Kacyiru,2,2.4,public_tap,1,low
GAS-00680,-1.813278,30.071238,Gasabo,Remera,1,3.5,protected_well,2,lower_middle
GAS-00681,-1.93848,30.136302,Gasabo,Remera,3,2.1,protected_well,3,lower_middle
GAS-00682,-1.894141,30.095968,Gasabo,Remera,2,2.6,protected_well,3,middle
GAS-00683,-1.89669,30.154923,Gasabo,Kacyiru,2,3.0,piped,3,low
GAS-00684,-1.905698,30.132803,Gasabo,Remera,1,2.3,piped,3,middle
GAS-00685,-1.971768,30.091032,Gasabo,Kacyiru,4,2.6,public_tap,2,lower_middle
GAS-00686,-1.897242,30.159132,Gasabo,Bumbogo,3,2.6,protected_well,2,middle
GAS-00687,-1.902216,30.11417,Gasabo,Bumbogo,1,2.3,piped,1,middle
GAS-00688,-1.896975,30.159262,Gasabo,Bumbogo,0,2.9,piped,3,lower_middle
GAS-00689,-1.913944,30.222657,Gasabo,Kimironko,3,1.1,piped,2,lower_middle
GAS-00690,-1.884986,30.127803,Gasabo,Kacyiru,3,3.4,public_tap,3,lower_middle
GAS-00691,-1.78395,30.150174,Gasabo,Remera,2,1.6,piped,2,lower_middle
GAS-00692,-1.906826,30.130691,Gasabo,Kimironko,1,2.1,protected_well,3,middle
GAS-00693,-1.863059,30.184017,Gasabo,Kimironko,2,2.2,piped,1,low
GAS-00694,-1.925937,30.106856,Gasabo,Bumbogo,1,2.5,piped,3,lower_middle
GAS-00695,-1.892031,30.124908,Gasabo,Kacyiru,4,3.3,piped,2,low
GAS-00696,-1.885875,30.12456,Gasabo,Remera,2,2.8,public_tap,1,lower_middle
GAS-00697,-1.923465,30.127097,Gasabo,Kimironko,1,2.3,piped,3,middle
GAS-00698,-1.916924,30.137665,Gasabo,Remera,2,2.5,protected_well,2,upper
GAS-00699,-1.928833,30.136534,Gasabo,Bumbogo,2,2.1,piped,3,lower_middle
GAS-00700,-1.899431,30.120435,Gasabo,Kacyiru,3,1.6,piped,1,lower_middle
GAS-00701,-1.873448,30.164184,Gasabo,Remera,2,2.4,piped,3,lower_middle
GAS-00702,-1.914348,30.113108,Gasabo,Remera,1,1.9,public_tap,3,low
GAS-00703,-1.938788,30.1378,Gasabo,Kimironko,1,2.9,piped,3,lower_middle
GAS-00704,-1.926863,30.112088,Gasabo,Remera,2,2.2,piped,2,upper
GAS-00705,-1.914542,30.117967,Gasabo,Kacyiru,3,2.1,protected_well,3,lower_middle
GAS-00706,-1.880372,30.133388,Gasabo,Kacyiru,1,2.4,public_tap,2,lower_middle
GAS-00707,-1.929508,30.14045,Gasabo,Remera,1,2.6,piped,2,upper
GAS-00708,-1.868403,30.095759,Gasabo,Kimironko,2,2.4,piped,2,low
GAS-00709,-1.921718,30.113796,Gasabo,Kimironko,2,2.8,protected_well,2,lower_middle
GAS-00710,-1.89614,30.139292,Gasabo,Bumbogo,0,2.4,piped,3,lower_middle
GAS-00711,-1.849011,30.001565,Gasabo,Kacyiru,2,2.9,piped,1,low
GAS-00712,-1.886821,30.111073,Gasabo,Bumbogo,3,2.8,public_tap,2,upper
GAS-00713,-1.899455,30.098876,Gasabo,Kimironko,1,2.9,piped,2,middle
GAS-00714,-1.893123,30.100232,Gasabo,Bumbogo,4,2.7,protected_well,2,middle
GAS-00715,-1.79825,30.13791,Gasabo,Kimironko,3,1.8,public_tap,1,middle
GAS-00716,-1.901555,30.110878,Gasabo,Bumbogo,1,2.6,surface_water,3,upper
GAS-00717,-1.859471,30.165035,Gasabo,Bumbogo,2,2.0,public_tap,1,lower_middle
GAS-00718,-1.828482,30.10856,Gasabo,Kacyiru,1,1.8,protected_well,1,middle
GAS-00719,-1.882382,30.118073,Gasabo,Kacyiru,0,2.7,public_tap,3,low
GAS-00720,-1.856941,30.06601,Gasabo,Bumbogo,2,2.4,surface_water,2,low
GAS-00721,-1.916354,30.164084,Gasabo,Kimironko,3,2.0,public_tap,3,upper
GAS-00722,-1.893058,30.042629,Gasabo,Kimironko,1,2.2,public_tap,2,middle
GAS-00723,-1.908039,30.138595,Gasabo,Kacyiru,0,2.4,surface_water,2,upper
GAS-00724,-1.851332,30.151195,Gasabo,Kacyiru,2,3.0,public_tap,1,low
GAS-00725,-1.900667,30.102865,Gasabo,Remera,1,2.8,protected_well,2,low
GAS-00726,-1.868786,30.048741,Gasabo,Kacyiru,1,1.9,protected_well,2,lower_middle
GAS-00727,-1.892085,30.122823,Gasabo,Kimironko,3,3.5,piped,3,middle
GAS-00728,-1.905128,30.093258,Gasabo,Kacyiru,1,2.0,protected_well,3,middle
GAS-00729,-1.900111,30.1984,Gasabo,Remera,1,2.5,surface_water,2,low
GAS-00730,-1.936671,30.125209,Gasabo,Bumbogo,1,2.9,piped,3,middle
GAS-00731,-1.825885,30.068376,Gasabo,Bumbogo,2,1.8,protected_well,3,low
GAS-00732,-1.89013,30.117241,Gasabo,Kimironko,1,2.7,piped,3,low
GAS-00733,-1.888552,30.102789,Gasabo,Remera,4,2.5,piped,3,lower_middle
GAS-00734,-1.909811,30.117002,Gasabo,Bumbogo,3,2.6,piped,2,middle
GAS-00735,-1.919486,30.104363,Gasabo,Bumbogo,0,2.4,piped,1,middle
GAS-00736,-1.881947,30.113464,Gasabo,Kacyiru,1,3.1,piped,2,lower_middle
GAS-00737,-1.886856,30.117215,Gasabo,Bumbogo,0,2.5,public_tap,2,lower_middle
GAS-00738,-1.941424,30.139867,Gasabo,Kimironko,1,2.9,public_tap,2,lower_middle
GAS-00739,-1.905686,30.135068,Gasabo,Bumbogo,2,2.0,piped,2,middle
GAS-00740,-1.942634,30.129564,Gasabo,Kimironko,2,2.3,surface_water,3,lower_middle
GAS-00741,-1.934891,30.101567,Gasabo,Kimironko,3,2.0,piped,3,middle
GAS-00742,-1.899014,30.124173,Gasabo,Kacyiru,3,3.2,piped,2,middle
GAS-00743,-1.8882,30.170808,Gasabo,Remera,1,3.0,public_tap,2,middle
GAS-00744,-1.889977,30.120222,Gasabo,Kimironko,3,2.8,piped,2,middle
GAS-00745,-1.890324,30.131027,Gasabo,Bumbogo,0,2.4,public_tap,2,lower_middle
GAS-00746,-1.96509,30.143909,Gasabo,Bumbogo,1,2.9,piped,3,lower_middle
GAS-00747,-1.955089,30.119251,Gasabo,Kimironko,0,2.0,public_tap,2,lower_middle
GAS-00748,-1.816872,30.107952,Gasabo,Bumbogo,3,2.4,surface_water,2,lower_middle
GAS-00749,-1.888352,30.130325,Gasabo,Kacyiru,4,2.9,piped,2,middle
GAS-00750,-1.879149,30.129263,Gasabo,Bumbogo,1,2.1,protected_well,3,low
GAS-00751,-1.89251,30.111821,Gasabo,Kacyiru,2,2.5,piped,2,low
GAS-00752,-1.940685,30.095155,Gasabo,Kimironko,1,2.8,public_tap,2,middle
GAS-00753,-1.890155,30.100098,Gasabo,Kimironko,4,3.0,piped,2,upper
GAS-00754,-1.881639,30.133741,Gasabo,Kimironko,3,2.6,public_tap,2,middle
GAS-00755,-1.944606,30.157616,Gasabo,Kacyiru,2,2.2,piped,2,lower_middle
GAS-00756,-1.921805,30.117155,Gasabo,Bumbogo,3,2.7,public_tap,3,low
GAS-00757,-1.914123,30.112969,Gasabo,Kacyiru,1,2.3,piped,2,upper
GAS-00758,-1.915721,30.040222,Gasabo,Bumbogo,1,2.4,protected_well,2,low
GAS-00759,-1.887541,30.156207,Gasabo,Bumbogo,2,2.8,piped,3,upper
GAS-00760,-1.881148,30.072699,Gasabo,Kacyiru,4,2.0,surface_water,1,low
GAS-00761,-1.920305,30.040566,Gasabo,Remera,1,1.9,public_tap,1,lower_middle
GAS-00762,-1.924981,30.13234,Gasabo,Kimironko,0,2.2,protected_well,3,lower_middle
GAS-00763,-1.913415,30.128727,Gasabo,Bumbogo,3,2.1,public_tap,1,lower_middle
GAS-00764,-1.925006,30.124216,Gasabo,Bumbogo,1,2.9,piped,2,lower_middle
GAS-00765,-1.873758,30.138722,Gasabo,Kacyiru,4,2.6,piped,2,middle
GAS-00766,-1.923192,30.114891,Gasabo,Remera,1,2.9,public_tap,1,lower_middle
GAS-00767,-1.897972,30.102864,Gasabo,Kimironko,0,2.1,protected_well,1,middle
GAS-00768,-1.879318,30.131841,Gasabo,Remera,3,2.0,piped,3,middle
GAS-00769,-1.887284,30.084912,Gasabo,Kimironko,0,2.7,protected_well,2,lower_middle
GAS-00770,-1.894189,30.134791,Gasabo,Bumbogo,3,2.5,public_tap,3,upper
GAS-00771,-1.930246,30.104073,Gasabo,Bumbogo,2,2.4,protected_well,1,lower_middle
GAS-00772,-1.891747,30.125754,Gasabo,Kacyiru,3,2.6,piped,2,lower_middle
GAS-00773,-1.900115,30.119418,Gasabo,Kacyiru,2,2.2,surface_water,2,middle
GAS-00774,-1.885627,30.128521,Gasabo,Remera,2,2.9,piped,2,low
GAS-00775,-1.904994,30.112631,Gasabo,Remera,0,2.6,surface_water,1,upper
GAS-00776,-1.930483,30.134285,Gasabo,Kimironko,2,1.9,piped,3,upper
GAS-00777,-1.787528,30.074619,Gasabo,Kacyiru,1,2.2,surface_water,2,lower_middle
GAS-00778,-1.894817,30.110307,Gasabo,Bumbogo,1,1.8,piped,2,lower_middle
GAS-00779,-1.909383,30.11192,Gasabo,Kacyiru,0,3.5,piped,2,upper
GAS-00780,-1.927685,30.083963,Gasabo,Remera,2,1.7,surface_water,1,middle
GAS-00781,-1.909699,30.12923,Gasabo,Kacyiru,1,2.6,piped,3,middle
GAS-00782,-1.924965,30.13673,Gasabo,Bumbogo,4,2.2,public_tap,3,low
GAS-00783,-1.925681,30.167638,Gasabo,Kacyiru,2,1.8,public_tap,2,low
GAS-00784,-1.851287,30.057522,Gasabo,Remera,2,2.4,surface_water,3,lower_middle
GAS-00785,-1.915694,30.134221,Gasabo,Bumbogo,1,2.3,protected_well,3,lower_middle
GAS-00786,-1.917227,30.136908,Gasabo,Kimironko,1,3.4,piped,3,lower_middle
GAS-00787,-1.899501,30.106536,Gasabo,Kimironko,0,2.7,piped,2,lower_middle
GAS-00788,-1.90823,30.130829,Gasabo,Bumbogo,0,2.7,piped,2,lower_middle
GAS-00789,-1.888557,30.131919,Gasabo,Bumbogo,1,2.8,piped,2,low
GAS-00790,-1.863333,30.083805,Gasabo,Bumbogo,1,2.5,public_tap,3,low
GAS-00791,-1.908188,30.124613,Gasabo,Remera,0,2.4,protected_well,1,middle
GAS-00792,-1.921598,30.120392,Gasabo,Bumbogo,2,2.5,public_tap,2,lower_middle
GAS-00793,-1.905005,30.113644,Gasabo,Remera,2,2.9,protected_well,2,lower_middle
GAS-00794,-1.912766,30.115161,Gasabo,Bumbogo,3,3.1,piped,1,upper
GAS-00795,-1.916516,30.094968,Gasabo,Remera,4,2.6,public_tap,3,lower_middle
GAS-00796,-1.895163,30.090329,Gasabo,Remera,0,2.2,public_tap,3,middle
GAS-00797,-1.909594,30.119395,Gasabo,Kacyiru,1,2.7,public_tap,2,middle
GAS-00798,-1.894006,30.125265,Gasabo,Kimironko,1,3.5,piped,3,middle
GAS-00799,-1.880433,30.078242,Gasabo,Bumbogo,0,1.6,surface_water,1,low
GAS-00800,-1.909993,30.118775,Gasabo,Kimironko,2,2.1,protected_well,3,lower_middle
GAS-00801,-1.905587,30.11993,Gasabo,Kimironko,0,2.5,piped,3,low
GAS-00802,-1.870359,30.190946,Gasabo,Kacyiru,2,2.3,protected_well,2,lower_middle
GAS-00803,-1.855122,30.065481,Gasabo,Kimironko,2,2.6,piped,3,upper
GAS-00804,-1.867567,30.152683,Gasabo,Kimironko,1,2.3,piped,3,low
GAS-00805,-1.913946,30.124859,Gasabo,Bumbogo,1,3.1,piped,2,upper
GAS-00806,-1.892943,30.129122,Gasabo,Remera,1,1.7,piped,3,upper
GAS-00807,-1.893431,30.141144,Gasabo,Bumbogo,1,2.6,piped,3,upper
GAS-00808,-1.890286,30.152174,Gasabo,Bumbogo,1,2.5,piped,3,low
GAS-00809,-1.882494,30.14684,Gasabo,Kimironko,2,2.5,public_tap,3,lower_middle
GAS-00810,-1.930236,30.130699,Gasabo,Kimironko,1,2.0,piped,2,lower_middle
GAS-00811,-1.864613,30.12399,Gasabo,Bumbogo,1,2.6,public_tap,2,lower_middle
GAS-00812,-1.913999,30.115524,Gasabo,Bumbogo,0,2.0,piped,1,low
GAS-00813,-1.896495,30.081368,Gasabo,Kimironko,4,1.8,public_tap,2,lower_middle
GAS-00814,-1.903423,30.144948,Gasabo,Remera,2,2.4,piped,3,middle
GAS-00815,-1.914907,30.037379,Gasabo,Remera,4,2.7,protected_well,2,low
GAS-00816,-1.885517,30.084536,Gasabo,Bumbogo,1,2.8,protected_well,2,upper
GAS-00817,-1.933038,30.115221,Gasabo,Remera,3,2.4,piped,2,lower_middle
GAS-00818,-1.88344,30.134031,Gasabo,Bumbogo,1,1.7,public_tap,2,middle
GAS-00819,-1.905751,30.099392,Gasabo,Kacyiru,1,2.6,piped,3,upper
GAS-00820,-1.907794,30.13374,Gasabo,Kimironko,2,2.3,protected_well,2,low
GAS-00821,-1.91517,30.111089,Gasabo,Bumbogo,4,3.5,piped,3,middle
GAS-00822,-1.851471,30.108508,Gasabo,Bumbogo,3,3.5,protected_well,3,upper
GAS-00823,-1.901804,30.129892,Gasabo,Bumbogo,1,2.7,public_tap,3,middle
GAS-00824,-1.800996,30.152118,Gasabo,Remera,1,2.9,protected_well,2,low
GAS-00825,-1.932475,30.086798,Gasabo,Bumbogo,0,2.0,public_tap,2,middle
GAS-00826,-1.818035,30.173936,Gasabo,Kacyiru,3,2.3,surface_water,2,lower_middle
GAS-00827,-1.927072,30.081254,Gasabo,Remera,0,2.0,public_tap,3,low
GAS-00828,-1.894162,30.147552,Gasabo,Kimironko,0,3.1,piped,2,low
GAS-00829,-1.878163,30.14006,Gasabo,Kacyiru,2,2.4,surface_water,3,low
GAS-00830,-1.88491,30.119175,Gasabo,Bumbogo,3,3.0,public_tap,3,low
GAS-00831,-1.906498,30.118669,Gasabo,Kacyiru,3,3.0,public_tap,3,lower_middle
GAS-00832,-1.908062,30.155377,Gasabo,Bumbogo,1,2.9,protected_well,2,middle
GAS-00833,-1.900179,30.101051,Gasabo,Kacyiru,2,2.6,piped,3,middle
GAS-00834,-1.927772,30.115405,Gasabo,Remera,1,3.1,piped,3,lower_middle
GAS-00835,-1.89009,30.108068,Gasabo,Bumbogo,2,3.1,piped,3,low
GAS-00836,-1.914505,30.110991,Gasabo,Remera,2,3.3,piped,3,lower_middle
GAS-00837,-1.908441,30.12073,Gasabo,Kacyiru,2,2.9,piped,3,low
GAS-00838,-1.898681,30.089454,Gasabo,Bumbogo,4,2.5,public_tap,3,middle
GAS-00839,-1.816303,30.121743,Gasabo,Kimironko,1,1.5,public_tap,2,low
GAS-00840,-1.856865,30.016849,Gasabo,Kimironko,2,1.7,surface_water,2,low
GAS-00841,-1.925565,30.114264,Gasabo,Bumbogo,1,2.9,public_tap,2,upper
GAS-00842,-1.915714,30.149969,Gasabo,Kacyiru,1,3.5,public_tap,3,lower_middle
GAS-00843,-1.881278,30.16506,Gasabo,Kimironko,3,2.3,piped,1,middle
GAS-00844,-1.889422,30.218377,Gasabo,Bumbogo,1,3.5,protected_well,1,middle
GAS-00845,-1.829635,30.140391,Gasabo,Kimironko,0,2.5,piped,3,low
GAS-00846,-1.866413,30.034244,Gasabo,Bumbogo,3,2.0,protected_well,3,low
GAS-00847,-1.938539,30.19172,Gasabo,Kacyiru,2,2.3,piped,2,low
GAS-00848,-1.92848,30.110125,Gasabo,Kacyiru,1,3.1,piped,3,middle
GAS-00849,-1.896816,30.106086,Gasabo,Remera,4,3.5,public_tap,3,lower_middle
GAS-00850,-1.93648,30.16712,Gasabo,Kimironko,3,2.4,protected_well,3,middle
GAS-00851,-1.87905,30.101086,Gasabo,Remera,1,2.5,piped,3,lower_middle
GAS-00852,-1.919338,30.143631,Gasabo,Kacyiru,0,2.8,piped,3,lower_middle
GAS-00853,-1.892636,30.136757,Gasabo,Bumbogo,2,3.2,public_tap,1,lower_middle
GAS-00854,-1.898671,30.16468,Gasabo,Kacyiru,3,1.9,protected_well,2,low
GAS-00855,-1.883461,30.08976,Gasabo,Kacyiru,0,2.6,protected_well,3,middle
GAS-00856,-1.890162,30.098539,Gasabo,Bumbogo,4,2.6,public_tap,2,lower_middle
GAS-00857,-1.903698,30.133002,Gasabo,Remera,1,2.7,piped,3,lower_middle
GAS-00858,-1.881523,30.149591,Gasabo,Kimironko,2,1.9,piped,3,lower_middle
GAS-00859,-1.927251,30.131006,Gasabo,Kacyiru,4,2.0,surface_water,1,lower_middle
GAS-00860,-1.859465,30.102141,Gasabo,Kacyiru,1,2.0,piped,3,middle
GAS-00861,-1.90066,30.109653,Gasabo,Kimironko,2,3.2,piped,3,upper
GAS-00862,-1.861423,30.120931,Gasabo,Kacyiru,2,1.6,protected_well,1,middle
GAS-00863,-1.900194,30.139833,Gasabo,Kimironko,0,2.5,piped,2,upper
GAS-00864,-1.936245,30.075223,Gasabo,Kimironko,4,1.9,public_tap,1,lower_middle
GAS-00865,-1.898968,30.149394,Gasabo,Kimironko,1,2.6,public_tap,2,low
GAS-00866,-1.905148,30.118913,Gasabo,Bumbogo,2,2.9,piped,1,middle
GAS-00867,-1.882195,30.14115,Gasabo,Remera,4,2.8,protected_well,2,lower_middle
GAS-00868,-1.91249,30.053161,Gasabo,Remera,1,2.5,protected_well,2,low
GAS-00869,-1.921698,30.112729,Gasabo,Bumbogo,1,2.6,piped,3,middle
GAS-00870,-1.940613,30.120239,Gasabo,Remera,3,3.5,piped,3,low
GAS-00871,-1.909886,30.106667,Gasabo,Remera,4,2.8,public_tap,3,lower_middle
GAS-00872,-1.91721,30.102243,Gasabo,Remera,0,2.9,piped,3,low
GAS-00873,-1.917473,30.150889,Gasabo,Kacyiru,4,2.6,piped,3,low
GAS-00874,-1.895625,30.145945,Gasabo,Bumbogo,1,1.7,piped,2,lower_middle
GAS-00875,-1.930454,30.125888,Gasabo,Remera,3,2.9,public_tap,3,middle
GAS-00876,-1.941016,30.106354,Gasabo,Bumbogo,1,2.6,piped,3,middle
GAS-00877,-1.915423,30.109347,Gasabo,Remera,2,2.3,public_tap,2,middle
GAS-00878,-1.92804,30.093597,Gasabo,Remera,1,2.4,piped,2,low
GAS-00879,-1.922628,30.137748,Gasabo,Bumbogo,0,2.5,protected_well,2,middle
GAS-00880,-1.914593,30.134074,Gasabo,Kimironko,1,2.9,piped,3,lower_middle
GAS-00881,-1.87114,30.058549,Gasabo,Bumbogo,3,1.6,surface_water,1,middle
GAS-00882,-1.78993,30.016891,Gasabo,Kimironko,1,2.8,protected_well,2,upper
GAS-00883,-1.904588,30.122997,Gasabo,Kacyiru,1,2.4,public_tap,1,lower_middle
GAS-00884,-1.884926,30.12259,Gasabo,Bumbogo,3,2.4,piped,3,middle
GAS-00885,-1.886379,30.136522,Gasabo,Kimironko,0,2.4,surface_water,3,middle
GAS-00886,-1.860152,30.201661,Gasabo,Remera,2,2.5,protected_well,2,lower_middle
GAS-00887,-1.90243,30.149174,Gasabo,Kacyiru,1,3.0,public_tap,3,middle
GAS-00888,-1.93184,30.137405,Gasabo,Bumbogo,2,3.1,surface_water,2,lower_middle
GAS-00889,-1.87854,30.124372,Gasabo,Kimironko,1,2.7,piped,3,lower_middle
GAS-00890,-1.869659,30.168116,Gasabo,Kimironko,3,1.9,protected_well,1,low
GAS-00891,-1.890958,30.093528,Gasabo,Bumbogo,2,1.7,piped,2,low
GAS-00892,-1.885578,30.126391,Gasabo,Kimironko,2,3.0,piped,2,middle
GAS-00893,-1.853227,30.145416,Gasabo,Bumbogo,0,2.5,piped,2,low
GAS-00894,-1.949995,30.22968,Gasabo,Kimironko,0,1.3,piped,1,upper
GAS-00895,-1.887071,30.166225,Gasabo,Remera,3,2.5,piped,3,low
GAS-00896,-1.901366,30.10035,Gasabo,Bumbogo,4,2.0,protected_well,3,middle
GAS-00897,-1.898253,30.084843,Gasabo,Bumbogo,1,2.3,public_tap,3,lower_middle
GAS-00898,-1.861828,30.178709,Gasabo,Kacyiru,2,1.9,protected_well,2,low
